clause_id,source_doc,domain,raw_text,word_count,pattern_label,clean_text,token_count
C00291,stanford_honor_code,academic,Academic Integrity Working Group and Multi-Year Proctoring Study There are currently many concerns about academic dishonesty at Stanford,18,spacy_sentence,academic integrity working group multi year proctoring study currently concern academic dishonesty stanford,13
C00292,stanford_honor_code,academic,"In order to formulate policies that will effectively address these concerns, it is necessary to identify the root causes (e.g., academic pressures, student mental health, etc) and scope of the problem as it truly stands",35,spacy_sentence,order formulate policy will effectively address concern necessary identify root cause academic pressure student mental health etc scope problem truly stand,21
C00293,stanford_honor_code,academic,"To that end, the university is providing the institutional mandate and resources (including access to all data deemed necessary) for a multi-year Academic Integrity Working Group ( AIWG ) to fully investigate this matter beginning in Fall 2023",38,spacy_sentence,end university provide institutional mandate resource include access datum deem necessary multi year academic integrity working group aiwg fully investigate matter begin fall 2023,24
C00294,stanford_honor_code,academic,"The AIWG will also carry out a multi-year study beginning within the 2023-24 academic year (between two to four years in duration, to be determined by the AIWG) of equitable in-person proctoring* practices to answer student questions during exams and promote academic integrity by supervising the assessment process",48,spacy_sentence,aiwg will carry multi year study begin 2023 24 academic year year duration determine aiwg equitable person proctor practice answer student question exam promote academic integrity supervise assessment process,29
C00295,stanford_honor_code,academic,The only proctoring permitted during this time will be that done under the auspices of the study,17,spacy_sentence,only proctoring permit time will auspex study,7
C00296,stanford_honor_code,academic,"Remote proctoring, whether by software or humans through a computer, is not under consideration",14,spacy_sentence,remote proctor software human computer not consideration,7
C00297,stanford_honor_code,academic,"The adoption of any policy on proctoring proposed by the AIWG after the conclusion of the study must be as new university policy approved by the Board on Conduct Affairs, the Undergraduate Senate of the Associated Students of Stanford University, the Graduate Student Council of the Associated Students of Stanford University, the Senate of the Academic Council, and the Office of the President",63,spacy_sentence,adoption policy proctor propose aiwg conclusion study must new university policy approve board conduct affair undergraduate senate associated student stanford university graduate student council associated student stanford university senate academic council office president,33
C00298,stanford_honor_code,academic,The study will address concerns about proctor presence and concerns about its absence in view of Stanford s present academic culture,21,spacy_sentence,study will address concern proctor presence concern absence view stanford present academic culture,13
C00299,stanford_honor_code,academic,It will assess the viability of in-person proctoring of exams to reduce cheating and to determine the impact on students taking exams (such as stress),25,spacy_sentence,will assess viability person proctor exam reduce cheating determine impact student take exam stress,14
C00300,stanford_honor_code,academic,The resulting data will be the basis for future policy proposals by the AIWG to be voted upon by the same groups as at the present,26,spacy_sentence,result datum will basis future policy proposal aiwg vote group present,11
C00301,stanford_honor_code,academic,"The study will be led jointly by the AIWG and a disinterested, unbiased external consulting group with extensive experience working with student conduct, campus climate, and DEI concerns",28,spacy_sentence,study will lead jointly aiwg disintereste unbiased external consulting group extensive experience work student conduct campus climate dei concern,19
C00302,stanford_honor_code,academic,"The use of the external consulting group ensures proper and timely data collection, professional management of the data, and continuity regardless of turnover in the AIWG",26,spacy_sentence,use external consulting group ensure proper timely data collection professional management datum continuity regardless turnover aiwg,16
C00303,stanford_honor_code,academic,The precise parameters governing the creation and charge of this study will be determined by both the AIWG and the external consulting group,23,spacy_sentence,precise parameter govern creation charge study will determine aiwg external consulting group,12
C00304,stanford_honor_code,academic,The AIWG will advise Stanford administrators and governance bodies on any changes that need to be implemented in relation to Stanford s proctoring policy within one year after the conclusion of the study,33,spacy_sentence,aiwg will advise stanford administrator governance body change need implement relation stanford proctor policy year conclusion study,17
C00305,stanford_honor_code,academic,"It will a) apprise faculty and students university-wide of the study s results and its implications, and b) seek out stakeholder votes as needed for the timely implementation of the data-backed proposed changes",33,spacy_sentence,will apprise faculty student university wide study result implication seek stakeholder vote need timely implementation datum back propose change,19
C00306,stanford_honor_code,academic,"*The Honor Code text is intentionally silent on the topic of proctoring, subject to the constraints described here",18,spacy_sentence,honor code text intentionally silent topic proctor subject constraint describe,10
C00307,stanford_honor_code,academic,"Here, proctoring is defined as the reasonable supervision of exams by an exam administrator, and ""in-person"" includes traveling athletes, SCPD students, and other enrolled students taking an exam off campus",30,spacy_sentence,proctor define reasonable supervision exam exam administrator person include travel athlete scpd student enrolled student take exam campus,18
C00308,stanford_honor_code,academic,"Composition and Operation The AIWG will consist of four students (graduate and undergraduate, including first-gen/low-income representation) and four faculty/lecturers (especially from departments with the most frequent instances of cheating concerns), along with one person each from the Office of Community Standards ( OCS ) and Office of General Counsel ( OGC )",52,spacy_sentence,composition operation aiwg will consist student graduate undergraduate include gen low income representation faculty lecturer especially department frequent instance cheat concern person office community standard ocs office general counsel ogc,30
C00309,stanford_honor_code,academic,"Membership in the AIWG is to be determined by the ASSU Nominations Commission, the Faculty Senate Committee on Committees, and the VPSA (for OCS and OGC)",26,spacy_sentence,membership aiwg determine assu nominations commission faculty senate committee committee vpsa oc ogc,13
C00310,stanford_honor_code,academic,"It will meet with stakeholders (student groups, departmental representatives, Academic Advising, etc.) to inform its proposals",16,spacy_sentence,will meet stakeholder student group departmental representative academic advise etc inform proposal,12
C00311,stanford_honor_code,academic,The charge for the AIWG is to be set by the same university entities that set the charge for the Committee of Twelve,23,spacy_sentence,charge aiwg set university entity set charge committee,8
C00312,stanford_honor_code,academic,"{""path"":{""baseUrl"":""\/"",""pathPrefix"":"""",""currentPath"":""node\/71"",""currentPathIsAdmin"":false,""isFront"":false,""currentLanguage"":""en""},""pluralDelimiter"":""\u0003"",""suppressDeprecationErrors"":true,""google_analytics"":{""account"":""G-ECSZ3EMVHZ"",""trackOutbound"":true,""trackMailto"":true,""trackTel"":true,""trackDownload"":true,""trackDownloadExtensions"":""7z|aac|arc|arj|asf|asx|avi|bin|csv|doc(x|m)?|dot(x|m)?|exe|flv|gif|gz|gzip|hqx|jar|jpe?g|js|mp(2|3|4|e?g)|mov(ie)?|msi|msp|pdf|phps|png|ppt(x|m)?|pot(x|m)?|pps(x|m)?|ppam|sld(x|m)?|thmx|qtm?|ra(m|r)?|sea|sit|tar|tgz|torrent|txt|wav|wma|wmv|wpd|xls(x|m|b)?|xlt(x|m)|xlam|xml|z|zip"",""trackColorbox"":true},""data"":{""extlink"":{""extTarget"":false,""extTargetAppendNewWindowDisplay"":false,""extTargetAppendNewWindowLabel"":""(opens in a new window)"",""extTargetNoOverride"":false,""extNofollow"":false,""extTitleNoOverride"":false,""extNoreferrer"":false,""extFollowNoOverride"":false,""extClass"":""0"",""extLabel"":"" (link is external)"",""extImgClass"":false,""extSubdomains"":false,""extExclude"":"""",""extInclude"":"""",""extCssExclude"":"".localist-widget, #lclst_widget_footer, .oembed-lazyload__button, .su-news-vertical-teaser"",""extCssInclude"":"""",""extCssExplicit"":""#page-content, .su-local-footer, .config_pages--stanford-basic-site-settings--site-settings-header"",""extAlert"":false,""extAlertText"":""This link will take you to an external web site",22,spacy_sentence,path baseurl pathprefix currentpath node 71 currentpathisadmin false isfront false currentlanguage en pluraldelimiter u0003 suppressdeprecationerror true google analytic account ecsz3emvhz trackoutbound true trackmailto true tracktel true trackdownload true trackdownloadextension 7z aac arc arj asf asx avi bin csv doc dot exe flv gif gz gzip hqx jar jpe js mp mov ie msi msp pdf phps png ppt pot pps ppam sld thmx qtm ra sea sit tar tgz torrent txt wav wma wmv wpd xls xlt xlam xml zip trackcolorbox true datum extlink exttarget false exttargetappendnewwindowdisplay false exttargetappendnewwindowlabel open new window exttargetnooverride false extnofollow false exttitlenooverride false extnoreferrer false extfollownooverride false extclass extlabel link external extimgclass false extsubdomain false extexclude extinclude extcssexclude localist widget lclst widget footer oembe lazyload button su news vertical teaser extcssinclude extcssexplicit page content su local footer config page stanford basic site setting site setting header extalert false extalerttext link will external web site,149
C00313,stanford_honor_code,academic,""",""extHideIcons"":false,""mailtoClass"":""mailto"",""telClass"":""0"",""mailtoLabel"":"" (link sends email)"",""telLabel"":""(link is a phone number)"",""extUseFontAwesome"":false,""extIconPlacement"":""append"",""extPreventOrphan"":false,""extFaLinkClasses"":""fa fa-external-link"",""extFaMailtoClasses"":""fa fa-envelope-o"",""extAdditionalLinkClasses"":""su-link--external"",""extAdditionalMailtoClasses"":"""",""extAdditionalTelClasses"":"""",""extFaTelClasses"":""fa fa-phone"",""allowedDomains"":[],""extExcludeNoreferrer"":""""}},""stanford_basic"":{""nav_dropdown_enabled"":true},""field_group"":{""html_element"":{""mode"":""site_settings_header"",""context"":""view"",""settings"":{""classes"":"""",""show_empty_fields"":false,""id"":"""",""label_as_html"":false,""element"":""nav"",""show_label"":false,""label_element"":""h3"",""label_element_classes"":"""",""attributes"":""aria-label=\u0022Site utility navigation\u0022"",""effect"":""none"",""speed"":""fast""}}},""user"":{""uid"":0,""permissionsHash"":""12f45699af6dbf80c2bcfaad7825c7b053f9bfc99cd03d2a1924bd805425996f""}}",13,spacy_sentence,exthideicon false mailtoclass mailto telclass mailtolabel link send email tellabel link phone number extusefontawesome false exticonplacement append extpreventorphan false extfalinkclasse fa fa external link extfamailtoclasse fa fa envelope extadditionallinkclasse su link external extadditionalmailtoclasse extadditionaltelclasse extfatelclasse fa fa phone alloweddomain extexcludenoreferrer stanford basic nav dropdown enable true field group html element mode site setting header context view setting class field false label html false element nav label false label element h3 label element class attribute aria label u0022site utility navigation u0022 effect speed fast user uid permissionshash 12f45699af6dbf80c2bcfaad7825c7b053f9bfc99cd03d2a1924bd805425996f,87
C00314,student_assessment_appeals,academic,Grounds for Appeal Students may appeal assessment decisions on the following grounds only: (a) Procedural irregularity in the conduct of the assessment (b) Circumstances affecting performance that were not disclosed before the assessment (c) Administrative error in recording or calculating the result,42,numbered_clause,ground appeal student may appeal assessment decision follow ground only procedural irregularity conduct assessment circumstance affect performance not disclose assessment administrative error recording calculate result,25
C00315,student_assessment_appeals,academic,Disagreement with the academic judgment of examiners is not grounds for appeal,12,paragraph,disagreement academic judgment examiner not ground appeal,7
C00316,student_assessment_appeals,academic,Appeal Deadlines Appeals must be submitted within 20 working days of the release of results. Late appeals will not be considered except in exceptional documented circumstances,26,numbered_clause,appeal deadline appeal must submit 20 work day release result late appeal will not consider except exceptional document circumstance,19
C00317,student_assessment_appeals,academic,"Frivolous Appeals Students submitting appeals found to be frivolous, vexatious, or without foundation may receive a formal warning. Repeat frivolous appeals may result in restrictions on future appeal rights",29,numbered_clause,frivolous appeal student submit appeal find frivolous vexatious without foundation may receive formal warning repeat frivolous appeal may result restriction future appeal right,23
C00318,student_assessment_appeals,academic,Academic Misconduct Appeals Appeals against academic misconduct findings follow a separate process. The standard of proof is balance of probabilities. The Appeals Panel decision is final. No further internal appeal is available after the Panel has ruled,37,numbered_clause,academic misconduct appeal appeal academic misconduct finding follow separate process standard proof balance probability appeal panel decision final no internal appeal available panel rule,24
C00319,student_assessment_appeals,academic,"Exam Irregularities Disruption of examinations including talking, use of unauthorized devices, or leaving without permission is subject to immediate removal and potential disqualification from the assessment",26,numbered_clause,exam irregularity disruption examination include talk use unauthorized device leave without permission subject immediate removal potential disqualification assessment,18
C00320,student_conduct_code,academic,"Section 1 Prohibited Conduct The following conduct is strictly prohibited and will result in formal disciplinary action: (a) Physical violence or threats of violence against any university community member (b) Harassment, bullying, or discriminatory behaviour on any protected ground (c) Unauthorized access to university IT systems or restricted facilities (d) Theft or wilful damage to university property or property of others (e) Possession, use, or distribution of illegal substances on campus (f) Forgery, falsification, or misrepresentation in academic or administrative matters",81,spacy_sentence,section prohibited conduct follow conduct strictly prohibited will result formal disciplinary action physical violence threat violence university community member harassment bullying discriminatory behaviour protect ground unauthorized access university system restrict facility theft wilful damage university property property possession use distribution illegal substance campus forgery falsification misrepresentation academic administrative matter,49
C00321,student_conduct_code,academic,Section 2 Sanctions Students found in violation of this Code may face,12,bullet_clause,section sanction student find violation code may face,8
C00322,student_conduct_code,academic,Section 3 Appeals Process Students may appeal disciplinary decisions within 14 working days of notification. Appeals must be submitted in writing with supporting documentation. The Appeals Committee's decision is final and binding. No further internal appeal is available,38,paragraph,section appeal process student may appeal disciplinary decision 14 work day notification appeal must submit writing support documentation appeal committee decision final bind no internal appeal available,27
C00323,student_conduct_code,academic,Section 4 Substance Misuse Possession or distribution of illegal substances on campus is a critical violation. First-time offenders face mandatory counselling referral and probationary period. Repeat offenders are subject to immediate suspension pending investigation and possible expulsion,37,paragraph,section substance misuse possession distribution illegal substance campus critical violation time offender face mandatory counselling referral probationary period repeat offender subject immediate suspension pende investigation possible expulsion,27
C00324,student_data_privacy_policy,academic,"Data Collection The university collects personal data from students for purposes of admission, enrollment, assessment, and student welfare. Collection of data beyond these stated purposes requires explicit student consent",29,numbered_clause,data collection university collect personal datum student purpose admission enrollment assessment student welfare collection datum state purpose require explicit student consent,21
C00325,student_data_privacy_policy,academic,Access to Records Students have the right to access their personal academic records upon request. Requests must be processed within 30 days. Denial of access without lawful basis constitutes a breach of data protection legislation,35,numbered_clause,access record student right access personal academic record request request must process 30 day denial access without lawful basis constitute breach datum protection legislation,24
C00326,student_data_privacy_policy,academic,Transcript Release Official transcripts are released only upon written student request or pursuant to a court order. Release of transcripts to third parties without student consent is prohibited except where required by law,33,numbered_clause,transcript release official transcript release only write student request pursuant court order release transcript party without student consent prohibited except required law,22
C00327,student_data_privacy_policy,academic,Data Retention Student records are retained for a period of 6 years after the end of the student relationship. Records retained beyond this period without legal basis must be deleted upon request,32,numbered_clause,data retention student record retain period year end student relationship record retain period without legal basis must delete request,19
C00328,student_data_privacy_policy,academic,Data Breach Any breach of student personal data must be reported to the Data Protection Officer within 24 hours of discovery. Failure to report a breach is a serious disciplinary offence and may constitute a criminal offence under applicable data protection law,42,numbered_clause,datum breach breach student personal datum must report data protection officer 24 hour discovery failure report breach disciplinary offence may constitute criminal offence applicable datum protection law,27
C00329,student_visa_attendance_policy,academic,Mandatory Engagement Students studying on a student visa must maintain engagement as required by immigration regulations. The university is required to report non-engaging students to the Home Office. Failure to engage may result in visa curtailment,36,numbered_clause,mandatory engagement student study student visa must maintain engagement required immigration regulation university required report non engage student home office failure engage may result visa curtailment,26
C00330,student_visa_attendance_policy,academic,Attendance Threshold A minimum attendance of 80% is required for all visa-holding students. Students falling below this threshold will receive a formal warning. Continued non-attendance results in mandatory reporting to immigration authorities,32,numbered_clause,attendance threshold minimum attendance 80 required visa hold student student fall threshold will receive formal warning continue non attendance result mandatory reporting immigration authority,24
C00331,student_visa_attendance_policy,academic,Unauthorized Absence Absence of more than 10 consecutive days without notification to the international student office constitutes unauthorized absence and triggers mandatory immigration reporting,24,numbered_clause,unauthorized absence absence 10 consecutive day without notification international student office constitute unauthorized absence trigger mandatory immigration report,18
C00332,student_visa_attendance_policy,academic,Deferral and Interruption Students wishing to defer or interrupt their studies must notify the international student office immediately. Failure to update immigration records during a period of interruption may have serious consequences for current and future visa applications,38,numbered_clause,deferral interruption student wish defer interrupt study must notify international student office immediately failure update immigration record period interruption may consequence current future visa application,25
C00333,student_visa_attendance_policy,academic,End of Studies Students must leave the country by the visa expiry date following completion of studies. The university is required by law to report students who remain in the country beyond their authorized study period,36,numbered_clause,end study student must leave country visa expiry date follow completion study university required law report student remain country authorize study period,22
C00334,sydney_misconduct,academic,"As a student of the University, you are responsible for taking part in your education in an honest and authentic manner",21,paragraph,student university responsible take education honest authentic manner,8
C00335,sydney_misconduct,academic,"Academic integrity is a core value of the University of Sydney, in both education and research. By joining the University community, you have agreed to uphold this value and to proactively contribute to the University s culture of academic integrity",40,paragraph,academic integrity core value university sydney education research join university community agree uphold value proactively contribute university culture academic integrity,20
C00336,sydney_misconduct,academic,Acting with academic integrity means doing the right thing even when things seem difficult and taking a shortcut to academic success seems easier,23,spacy_sentence,act academic integrity mean right thing thing difficult take shortcut academic success easy,13
C00337,sydney_misconduct,academic,There is no such thing as achieving genuine academic success without first putting in hard work and effort,18,spacy_sentence,no thing achieve genuine academic success without put hard work effort,11
C00338,sydney_misconduct,academic,"Behaving with academic integrity also means that you must acknowledge where other people, technologies or tools have contributed to your work in some way",24,spacy_sentence,behave academic integrity mean must acknowledge people technology tool contribute work way,12
C00339,sydney_misconduct,academic,"This could include acknowledging words, ideas, images, computer code, or artistic or musical creations",14,spacy_sentence,include acknowledge word idea image computer code artistic musical creation,10
C00340,sydney_misconduct,academic,"It can also mean acknowledging any assistance provided by other people in relation to your work, including any feedback, proof-reading or editing",22,spacy_sentence,mean acknowledge assistance provide people relation work include feedback proof read edit,12
C00341,sydney_misconduct,academic,"Acting with academic honesty also means you do not try to benefit academically by misleading others or being unfair to others, including gaining any kind of unfair advantage over others",30,paragraph,act academic honesty mean not try benefit academically mislead unfair include gain kind unfair advantage,15
C00342,sydney_misconduct,academic,"When you act with academic honesty and integrity at university, having applied the proper effort, you can be proud that you have truly earned your qualification",26,spacy_sentence,act academic honesty integrity university having apply proper effort proud truly earn qualification,13
C00343,sydney_misconduct,academic,You can be proud that you have developed your mind and skills to the tertiary level and be confident in your ability to succeed in your career,27,spacy_sentence,proud develop mind skill tertiary level confident ability succeed career,10
C00344,sydney_misconduct,academic,We expect you to be familiar with the policies and codes covering academic honesty and conduct at the University,19,paragraph,expect familiar policy code cover academic honesty conduct university,9
C00345,sydney_misconduct,academic,"The former policy and associated procedures, which were superseded in February 2023, are the Academic Honesty in Coursework Policy 2015 and the Academic Honesty Procedures 2016",26,spacy_sentence,policy associate procedure supersede february 2023 academic honesty coursework policy 2015 academic honesty procedure 2016,15
C00346,sydney_misconduct,academic,"These will apply for any breaches related to submissions prior to 20 February 2023, and as such you will be provided access to copies of them when relevant",28,spacy_sentence,will apply breach relate submission prior 20 february 2023 will provide access copy relevant,14
C00347,sydney_misconduct,academic,The Academic Honesty Education Module (AHEM) is mandatory for all commencing coursework students. It takes about an hour to complete,20,paragraph,academic honesty education module ahem mandatory commencing coursework student take hour complete,12
C00348,sydney_misconduct,academic,You need to complete it by the census date of your first semester. Your academic record can be suppressed if it isn't completed,23,paragraph,need complete census date semester academic record suppress isn complete,10
C00349,sydney_misconduct,academic,It will set you up with knowledge and support services so you can study with academic integrity,17,paragraph,will set knowledge support service study academic integrity,8
C00350,sydney_misconduct,academic,"If you have any problems accessing or completing the module, contact the Office of Educational Integrity (OEI) at educational.integrity@sydney.edu.au",19,paragraph,problem access complete module contact office educational integrity oei educational integrity sydney edu au,14
C00351,sydney_misconduct,academic,"Completing the AHEM means you won't have to retake it for up to five years, even if you change courses",20,paragraph,complete ahem mean win retake year change course,8
C00352,sydney_misconduct,academic,"You will be automatically enrolled when you begin your course, and you should see it in your Canvas dashboard",19,paragraph,will automatically enrol begin course should canvas dashboard,8
C00353,sydney_misconduct,academic,Your unit of study outline will state if you need to complete the AHEM as a continuing student,18,paragraph,unit study outline will state need complete ahem continue student,10
C00354,sydney_misconduct,academic,You can complete or revisit the module voluntarily at any time during your studies,14,paragraph,complete revisit module voluntarily time study,6
C00355,sydney_misconduct,academic,"The AHEM is regularly reviewed with new information, especially about new technologies such as AI",15,paragraph,ahem regularly review new information especially new technology ai,9
C00356,sydney_misconduct,academic,"At university there is a different style of learning with less focus on memorising knowledge delivered by teachers and more focus on locating and interpreting knowledge, and developing critical thinking skills",31,paragraph,university different style learn focus memorise knowledge deliver teacher focus locate interpret knowledge develop critical thinking skill,17
C00357,sydney_misconduct,academic,"While this can be an adjustment at first, university is designed this way intentionally. If you are ever struggling, remember that there are a wide range of workshops and online resources to assist you with your studies",37,paragraph,adjustment university design way intentionally struggle remember wide range workshop online resource assist study,14
C00358,sydney_misconduct,academic,"For example, the Using evidence and Avoiding Plagiarism modules helps you practice strategies to avoid plagiarism and identify the differences between quoting, paraphrasing and summarising",25,spacy_sentence,example evidence avoid plagiarism module help practice strategy avoid plagiarism identify difference quote paraphrasing summarising,15
C00359,sydney_misconduct,academic,"When you are being assessed for a group assignment, you need to contribute your own original work to the group and properly acknowledge any outside sources, tools or technologies used in the preparation of your work",36,spacy_sentence,assess group assignment need contribute original work group properly acknowledge outside source tool technology preparation work,16
C00360,sydney_misconduct,academic,"If you don t, you put everyone in the group at risk of being accused of an academic integrity breach",20,spacy_sentence,don group risk accuse academic integrity breach,7
C00361,sydney_misconduct,academic,Acting with academic honesty in group work also means that you commit fully to participating in group discussions and meeting agreed deadlines,22,spacy_sentence,act academic honesty group work mean commit fully participate group discussion meeting agree deadline,14
C00362,sydney_misconduct,academic,It is unfair to leave your group members feeling like they need to complete work you were supposed to complete,20,spacy_sentence,unfair leave group member feel like need complete work suppose complete,11
C00364,sydney_misconduct,academic,"Tell us if you ve spotted a typo or something else wrong with this page. If you have an enquiry or need help with something else such as your enrolment, course etc you can contact the Student Centre",38,paragraph,tell ve spot typo wrong page enquiry need help enrolment course etc contact student centre,15
C00365,sydney_misconduct,academic,Failure message: Sorry there was a problem sending your feedback. Please try again,13,paragraph,failure message sorry problem send feedback try,7
C00366,thesis_examination_policy,academic,Examiner Appointment External examiners must be independent of the candidate and their supervisors. Appointment of examiners with a conflict of interest constitutes a procedural irregularity that may invalidate the examination outcome,31,numbered_clause,examiner appointment external examiner must independent candidate supervisor appointment examiner conflict interest constitute procedural irregularity may invalidate examination outcome,19
C00367,thesis_examination_policy,academic,Submission Standards Theses must conform to the prescribed format and word limits. Submissions that fail to meet formatting requirements may be returned unchecked. Repeated failure to comply with submission standards may result in the thesis being deemed not ready for examination,41,numbered_clause,submission standard thesis must conform prescribed format word limit submission fail meet formatting requirement may return unchecked repeat failure comply submission standard may result thesis deem not ready examination,29
C00368,thesis_examination_policy,academic,Viva Voce Examination The viva voce is a compulsory component of postgraduate research degrees. Failure to attend a scheduled viva without prior written notice and valid cause results in automatic failure. A second viva attempt is at the discretion of the Examination Board,43,numbered_clause,viva voce examination viva voce compulsory component postgraduate research degree failure attend schedule viva without prior write notice valid cause result automatic failure second viva attempt discretion examination board,29
C00369,thesis_examination_policy,academic,"Examination Outcomes Possible outcomes are: pass without corrections, minor corrections (within 3 months), major corrections (within 12 months), resubmission (within 18 months), or fail with no resubmission. A fail outcome cannot be appealed on grounds of academic judgment",38,numbered_clause,examination outcome possible outcome pass without correction minor correction month major correction 12 month resubmission 18 month fail no resubmission fail outcome not appeal ground academic judgment,27
C00370,thesis_examination_policy,academic,Plagiarism in Research Degrees Plagiarism detected in a submitted thesis after award results in revocation of the degree. The university reserves the right to revoke awards up to 6 years after conferral upon discovery of academic misconduct,37,numbered_clause,plagiarism research degree plagiarism detect submit thesis award result revocation degree university reserve right revoke award year conferral discovery academic misconduct,21
C00371,ucl_academic_integrity,academic,"What is Academic Integrity, why is it important, and what happens if you breach it?",15,paragraph,academic integrity important happen breach,5
C00372,ucl_academic_integrity,academic,"Academic Integrity means being honest in your academic work, and making sure that you formally recognise and reference the existing knowledge and ideas on which your work is based",29,spacy_sentence,academic integrity mean honest academic work make sure formally recognise reference exist knowledge idea work base,16
C00373,ucl_academic_integrity,academic,"If you do not acknowledge the work or ideas of others, you could be penalised for Academic Misconduct, which is defined as any action or attempted action that may result in you obtaining an unfair academic advantage",37,spacy_sentence,not acknowledge work idea penalise academic misconduct define action attempt action may result obtain unfair academic advantage,17
C00374,ucl_academic_integrity,academic,"New guidance on the use of AI in assessment A student briefing on how you might engage with Artificial Intelligence (AI) in your assessments, effectively and ethically",27,spacy_sentence,new guidance use ai assessment student briefing engage artificial intelligence ai assessment effectively ethically,14
C00375,ucl_academic_integrity,academic,Find out what Academic Integrity is and why it is important,11,paragraph,find academic integrity important,4
C00376,ucl_academic_integrity,academic,Find out what Academic Misconduct is and what happens if you are accused of it,15,paragraph,find academic misconduct happen accuse,5
C00378,acas_conduct,hr,"Workers and employers can often raise and deal with problems at work early and informally. When that's not possible, they can use formal disciplinary and grievance procedures",27,paragraph,worker employer raise deal problem work early informally not possible use formal disciplinary grievance procedure,15
C00379,acas_conduct,hr,Employers must follow the Acas Code of Practice. It says how they should follow fair procedures,16,paragraph,employer must follow acas code practice say should follow fair procedure,11
C00380,acas_conduct,hr,What steps workers and employers should take. Raising and responding to a grievance,13,paragraph,step worker employer should raise respond grievance,7
C00381,acas_conduct,hr,What steps an employer should take. Following a fair procedure. Investigations and hearings,13,paragraph,step employer should follow fair procedure investigation hearing,8
C00382,acas_conduct,hr,When employers should do an 'investigation'. Preparing and carrying out an investigation. Witnesses,13,paragraph,employer should investigation prepare carry investigation witness,7
C00383,acas_conduct,hr,How employers should be careful about asking workers to stop work. Mental health. Pay and leave,16,paragraph,employer should careful ask worker stop work mental health pay leave,11
C00384,acas_conduct,hr,What you can do if you think your disciplinary or grievance outcome is not right,15,paragraph,think disciplinary grievance outcome not right,6
C00385,acas_conduct,hr,Arranging appeal meetings or giving a worker the result of an appeal,12,paragraph,arrange appeal meeting give worker result appeal,7
C00386,acas_conduct,hr,Telling a worker they're subject to an investigation. Meeting invites,10,paragraph,tell worker subject investigation meeting invite,6
C00387,acas_conduct,hr,Telling a worker why they have been suspended and what happens next,12,paragraph,tell worker suspend happen,4
C00388,acas_conduct,hr,The minimum standards an employer should follow for any disciplinary or grievance case,13,paragraph,minimum standard employer should follow disciplinary grievance case,8
C00389,acas_conduct,hr,"To help us improve our advice, we&#39;d like your feedback in the box below",14,paragraph,help improve advice 39 like feedback box,7
C00390,acas_conduct,hr,"so do not include any personal details, for example your email address or phone number. If you have questions about your individual circumstances, you can contact the Acas helpline",29,paragraph,not include personal detail example email address phone number question individual circumstance contact acas helpline,15
C00391,acas_conduct,hr,"If you like, you can tell us more about what was useful on this page",15,paragraph,like tell useful page,4
C00392,acas_conduct,hr,Did you get the information you need from this page?,10,paragraph,information need page,3
C00393,hr_anti_bribery_policy,hr,"Prohibition The company has a zero-tolerance approach to bribery and corruption. Offering, promising, giving, requesting, or accepting a bribe in any form is strictly prohibited and constitutes gross misconduct subject to immediate dismissal and referral to law enforcement authorities",39,numbered_clause,prohibition company zero tolerance approach bribery corruption offer promise giving request accept bribe form strictly prohibited constitute gross misconduct subject immediate dismissal referral law enforcement authority,26
C00394,hr_anti_bribery_policy,hr,Gifts and Hospitality Gifts with a value exceeding 50 / $50 must be declared to the compliance team. Acceptance of gifts from suppliers or clients above this threshold without declaration constitutes a breach of this policy,36,numbered_clause,gift hospitality gift value exceed 50 50 must declare compliance team acceptance gift supplier client threshold without declaration constitute breach policy,21
C00395,hr_anti_bribery_policy,hr,Facilitation Payments Facilitation payments small payments made to officials to speed up routine processes are prohibited regardless of local practice. Any demand for a facilitation payment must be reported to the compliance team immediately,34,numbered_clause,facilitation payment facilitation payment small payment official speed routine process prohibited regardless local practice demand facilitation payment must report compliance team immediately,22
C00396,hr_anti_bribery_policy,hr,Due Diligence The company conducts due diligence on third parties before entering commercial relationships. Employees who engage third parties without required due diligence approval may be held personally liable for resulting regulatory penalties,33,numbered_clause,diligence company conduct diligence party enter commercial relationship employee engage party without required diligence approval may hold personally liable result regulatory penalty,22
C00397,hr_anti_bribery_policy,hr,Reporting Employees who become aware of actual or suspected bribery must report it immediately via the confidential whistleblowing channel. Failure to report known bribery may itself constitute a criminal offence,30,numbered_clause,report employee aware actual suspect bribery must report immediately confidential whistleblowing channel failure report know bribery may constitute criminal offence,20
C00398,hr_code_of_conduct,hr,Attendance and Punctuality Employees must report to work on time and maintain regular attendance. Three unexcused absences within 30 days constitute grounds for immediate dismissal. Excessive tardiness after a written warning may result in termination,35,numbered_clause,attendance punctuality employee must report work time maintain regular attendance unexcused absence 30 day constitute ground immediate dismissal excessive tardiness write warning may result termination,25
C00399,hr_code_of_conduct,hr,Confidentiality Employees must not disclose confidential company information to unauthorized parties during or after employment. Violations result in immediate termination and may subject the employee to civil litigation and claims for damages,32,numbered_clause,confidentiality employee must not disclose confidential company information unauthorized party employment violation result immediate termination may subject employee civil litigation claim damage,22
