clause_id,source_doc,domain,raw_text,word_count,pattern_label
C001459,AimmuneTherapeuticsInc_20200205_8-K_EX-10.3_119671,legal,"1.54 ""Phase I Clinical Trial"" means a study in humans which provides for the first introduction into humans of a product, conducted in normal volunteers or patients to generate information on product safety, tolerability, pharmacological activity or pharmacokinetics, as more fully defined in 21 CFR 312.21(a) or comparable regulations in any country or jurisdiction outside the U.S., and any amended or successor regulations",63,spacy_sentence
C001460,AimmuneTherapeuticsInc_20200205_8-K_EX-10.3_119671,legal,"1.55 ""Phase II Clinical Trial"" means a study in humans for which a primary endpoint is a preliminary determination of efficacy in patients with the disease being studied, as more fully defined in 21 CFR 312.21(b) or comparable regulations in any country or jurisdiction outside the U.S., and any amended or successor regulations",53,spacy_sentence
C001461,AimmuneTherapeuticsInc_20200205_8-K_EX-10.3_119671,legal,Phase II Clinical Trial shall include in all cases any phase I/II clinical trial,14,spacy_sentence
C001462,AimmuneTherapeuticsInc_20200205_8-K_EX-10.3_119671,legal,"1.56 ""Phase III Clinical Trial"" means a controlled study in humans that is performed after preliminary evidence suggesting effectiveness of a product has been obtained, and is intended to demonstrate or confirm the therapeutic benefit of such product and to gather the additional information about effectiveness and safety that is needed to evaluate the overall 9",56,spacy_sentence
C001463,AimmuneTherapeuticsInc_20200205_8-K_EX-10.3_119671,legal,"benefit-risk relationship of such product and to provide support for filing for Regulatory Approval and for such product's labeling and summary of product characteristics, as more fully defined in 21 CFR 312.21(c) or comparable regulations in any country or jurisdiction outside the U.S., and any amended or successor regulations",49,spacy_sentence
C001464,AimmuneTherapeuticsInc_20200205_8-K_EX-10.3_119671,legal,"For the sake of clarity, with respect to what is commonly called a phase II/III study, the Phase III Clinical Trial definition is met upon [***], as further defined in Federal Regulation 21 C.F.R. 312.21(c) and its foreign equivalents",39,spacy_sentence
C001465,AimmuneTherapeuticsInc_20200205_8-K_EX-10.3_119671,legal,"1.57 ""Phase IV Clinical Trial"" means a clinical study in humans initiated in a country after receipt of Regulatory Approval for a biopharmaceutical product in such country, usually within or in support of the approved product labeling",37,paragraph
C001466,AimmuneTherapeuticsInc_20200205_8-K_EX-10.3_119671,legal,"1.58 ""Pre-Marketing"" means all sales and marketing activities undertaken prior to and in preparation for the launch of the Product",20,spacy_sentence
C001467,AimmuneTherapeuticsInc_20200205_8-K_EX-10.3_119671,legal,"Pre-Marketing shall include market research, key opinion leader development, advisory boards, medical education, disease-related public relations, health care economic studies, sales force training and other pre-launch activities prior to the First Commercial Sale of the Product in a given country or other regulatory jurisdiction",44,spacy_sentence
C001468,AimmuneTherapeuticsInc_20200205_8-K_EX-10.3_119671,legal,"1.59 ""Pricing Approval"" means, with respect to any country where a Governmental Authority authorizes reimbursement or access, or approves or determines pricing, for biopharmaceutical products, receipt (or, if required to make such authorization, approval of determination effective publication) of such reimbursement or access authorization or pricing approval or determination (as the case may be)",54,spacy_sentence
C001469,AimmuneTherapeuticsInc_20200205_8-K_EX-10.3_119671,legal,"1.60 ""Product"" means any biopharmaceutical product containing or comprising (i) the Antibody; and (ii) any Variant of the Antibody that: (a)",21,spacy_sentence
C001470,AimmuneTherapeuticsInc_20200205_8-K_EX-10.3_119671,legal,"[***]; provided, that a Product does not include any Active Ingredient that is [***], other than the Antibody as described in the foregoing subsections (i) and (ii)",27,spacy_sentence
C001471,AimmuneTherapeuticsInc_20200205_8-K_EX-10.3_119671,legal,"1.61 ""Product Approval"" means the approval by a Governmental Authority necessary for the marketing and sale of the Product in a given country or regulatory jurisdiction, which may include the approval of an MAA (but shall not include any Pricing Approvals)",41,spacy_sentence
C001472,AimmuneTherapeuticsInc_20200205_8-K_EX-10.3_119671,legal,"1.62 ""Product Complaint"" means any written, verbal or electronic expression of dissatisfaction regarding any Product sold by or on behalf of a Selling Party, including reports of actual or suspected product tampering, contamination, mislabeling or inclusion of improper ingredients",39,paragraph
C001473,AimmuneTherapeuticsInc_20200205_8-K_EX-10.3_119671,legal,"1.63 ""Promotional Materials"" means all written, printed, video or graphic advertising, promotional, educational and communication materials (other than the Product labels and package inserts) for marketing, advertising and promoting of the Product, for use (i) by a Sales Representative or a Medical Science Liaison or (ii) in advertisements, web sites or direct mail pieces",54,spacy_sentence
C001474,AimmuneTherapeuticsInc_20200205_8-K_EX-10.3_119671,legal,"1.64 ""Regulatory Approval"" means, with respect to any biopharmaceutical product in any regulatory jurisdiction for a given indication, approval from the applicable Regulatory Authority permitting the manufacture, sale, distribution or Commercialization of such biopharmaceutical product in such regulatory jurisdiction for such indication in accordance with Applicable Law, including any Pricing Approvals",51,spacy_sentence
C001475,AimmuneTherapeuticsInc_20200205_8-K_EX-10.3_119671,legal,"1.65 ""Regulatory Authority"" means, in a particular country or regulatory jurisdiction, any applicable Governmental Authority involved in granting Regulatory Approval and/or, to the extent required in such country or regulatory jurisdiction, governmental Pricing Approval of a biopharmaceutical product in such country or regulatory jurisdiction",44,spacy_sentence
C001476,AimmuneTherapeuticsInc_20200205_8-K_EX-10.3_119671,legal,"1.66 ""Regulatory Data"" means any and all research data, pharmacology data, chemistry, manufacturing and control data, preclinical data, clinical data and all other documentation submitted, or required to be submitted, to Regulatory Authorities in association with regulatory filings for the Product (including any applicable Drug Master Files, Chemistry, Manufacturing and Control (""CMC"") data, or similar documentation)",56,spacy_sentence
C001477,AimmuneTherapeuticsInc_20200205_8-K_EX-10.3_119671,legal,"1.67 ""Regulatory Materials"" means regulatory applications, submissions, notifications, communications, correspondence, meeting minutes, registrations, Regulatory Approvals and/or other filings made to, received from or otherwise conducted with a Regulatory Authority that are necessary in order to Develop, Manufacture, obtain marketing authorization, market, sell, distribute or otherwise Commercialize the Product in a particular country or regulatory jurisdiction",55,spacy_sentence
C001478,AimmuneTherapeuticsInc_20200205_8-K_EX-10.3_119671,legal,"Regulatory Materials include INDs, MAAs, presentations, responses, and applications for Product Approvals",12,spacy_sentence
C001479,AimmuneTherapeuticsInc_20200205_8-K_EX-10.3_119671,legal,"1.68 ""Royalty Term"" means, with respect to a Product on a country-by-country basis, the period of time beginning on the First Commercial Sale of such Product in such country and ending the later of (i) the expiration of the last to expire Valid Claim Covering the Antibody or Product in such country, or (ii)",54,spacy_sentence
C001480,AimmuneTherapeuticsInc_20200205_8-K_EX-10.3_119671,legal,[***] ([***]) years from the First Commercial Sale of such Product in such country,14,spacy_sentence
C001481,AimmuneTherapeuticsInc_20200205_8-K_EX-10.3_119671,legal,"Notwithstanding subsections (i) and (ii) above, the Royalty Term for a Product in a country shall not [***]",18,spacy_sentence
C001482,AimmuneTherapeuticsInc_20200205_8-K_EX-10.3_119671,legal,"1.69 ""Sales Representative"" means an individual who is employed by a Party and who performs details and other promotional efforts with respect to the Product",25,paragraph
C001483,AimmuneTherapeuticsInc_20200205_8-K_EX-10.3_119671,legal,"1.70 ""Selling Party"" means Aimmune or another Aimmune Agreement Entity",10,paragraph
C001484,AimmuneTherapeuticsInc_20200205_8-K_EX-10.3_119671,legal,"1.71 ""Third Party"" means any Person other than Xencor, Aimmune or their respective Affiliates",14,paragraph
C001485,AimmuneTherapeuticsInc_20200205_8-K_EX-10.3_119671,legal,"1.72 ""United States"" or ""U.S."" means the United States of America and its possessions and territories",16,paragraph
C001486,AimmuneTherapeuticsInc_20200205_8-K_EX-10.3_119671,legal,"1.73 ""Upstream Agreement"" means that certain [***] Agreement by and between Xencor and the [***] dated [***]. 11",18,paragraph
C001487,AimmuneTherapeuticsInc_20200205_8-K_EX-10.3_119671,legal,"1.74 ""Valid Claim"" means, with respect to a particular country, (i) a claim of [***] that (a) has not been specifically held permanently revoked, unenforceable or invalid by a decision of a court or other Governmental Authority of competent jurisdiction, which decision is unappealed or unappealable within the time allowed for appeal, and (b) has not been cancelled, withdrawn, abandoned, disclaimed or admitted to be invalid or unenforceable through reissue, disclaimer or otherwise, or (ii) a bona fide claim of a pending patent application",84,spacy_sentence
C001488,AimmuneTherapeuticsInc_20200205_8-K_EX-10.3_119671,legal,"[***] that has not been (a) cancelled, withdrawn or abandoned without being re-filed in another application in the applicable jurisdiction, or (b) finally rejected by an administrative agency action from which no appeal can be taken or that has not been appealed within the time allowed for appeal",48,spacy_sentence
C001489,AimmuneTherapeuticsInc_20200205_8-K_EX-10.3_119671,legal,"1.77 ""Xencor Invention"" means an Invention that is Invented solely or jointly with a Third Party, by or on behalf of Xencor or its Affiliates",25,paragraph
C001490,AimmuneTherapeuticsInc_20200205_8-K_EX-10.3_119671,legal,"1.78 ""Xencor Know-How"" means any and all Know-How, whether or not patented or patentable, (i) to the extent Controlled by Xencor or its Affiliates as of the Effective Date, or, if transferred to Aimmune thereafter during the Term of this Agreement, and that is necessary in connection with the Development, Manufacture, Commercialization or other use of the Antibody or Product or (ii) constituting a Xencor Invention",66,spacy_sentence
C001491,AimmuneTherapeuticsInc_20200205_8-K_EX-10.3_119671,legal,"Notwithstanding the foregoing, in all cases, Xencor Know-How does not include (a)",12,spacy_sentence
C001492,AimmuneTherapeuticsInc_20200205_8-K_EX-10.3_119671,legal,"1.79 ""Xencor General Patent"" means (i) the Patents identified on Schedule 1.79, including patents issuing from any patent application set forth on Schedule 1.79, (ii) with respect to such Patents set forth on Schedule 1.79, all provisional applications, substitutions, continuations, continuations-in-part, divisionals, renewals, patents-of-addition, reissues, reexaminations and extensions, (iii) all international and domestic counterparts of any of the foregoing, and (iv) any other Patents Controlled by Xencor that claim inventions necessary for the Development, Manufacture, Commercialization or other use of the Antibody or Product as the Antibody and Product exist as of the Effective Date",95,spacy_sentence
C001493,AimmuneTherapeuticsInc_20200205_8-K_EX-10.3_119671,legal,"1.80 ""Xencor Patent"" means Xencor General Patents and Xencor Product Specific Patents",12,paragraph
C001494,AimmuneTherapeuticsInc_20200205_8-K_EX-10.3_119671,legal,"1.81 ""Xencor Product Specific Patent"" means (i) the Patents identified on Schedule 1.81, including patents issuing from any patent application set forth on Schedule 1.81, (ii) with respect to all Patents set forth on Schedule 1.81, all provisional applications, substitutions, continuations, continuations- in-part, divisionals, renewals, patents-of-addition, reissues, reexaminations and extensions, (iii) any [***], and (iv) all international and domestic counterparts of any of the foregoing",65,spacy_sentence
C001495,AimmuneTherapeuticsInc_20200205_8-K_EX-10.3_119671,legal,"1.82 ""Xencor Technology"" means Xencor Know-How and Xencor Patents. 12",10,paragraph
C001496,AimmuneTherapeuticsInc_20200205_8-K_EX-10.3_119671,legal,1.83 Additional Definitions. The following terms have the meanings set forth in the corresponding Sections of this Agreement,18,paragraph
C001497,AimmuneTherapeuticsInc_20200205_8-K_EX-10.3_119671,legal,"Subject to the terms and conditions of this Agreement, Xencor hereby grants to Aimmune during the Term an exclusive, worldwide, payment-bearing license under and with respect to Xencor Patents and Xencor's interest in Joint Collaboration Patents, and a non-exclusive, payment bearing license under and with respect to Xencor Know-How, in each case, with the right to sublicense solely in accordance with Section 2.3.2, solely to Develop, Manufacture and Commercialize the Product in and for the Licensed Field; provided that notwithstanding the foregoing, Xencor shall retain the right under and with respect to Xencor Patents and Xencor's interest in Joint Collaboration Patents to the extent necessary to perform its obligations under this Agreement",112,spacy_sentence
C001498,AIRTECHINTERNATIONALGROUPINC_05_08_2000-EX-10.4-FR,legal,"THIS AGREEMENT is entered into on this ____ day of ___________, 2000, by and between Airsopure International Group, Inc., a Nevada corporation whose principal place of business is located at 15400 Knoll Trail, Suite 200, Dallas, Texas 75248 (hereinafter ""AIRSOPURE"" or by reference ""we"", ""us"", ""our""), and You: , ------------------------------------ whose address is",53,spacy_sentence
C001499,AIRTECHINTERNATIONALGROUPINC_05_08_2000-EX-10.4-FR,legal,"- ---------------------------------------- (hereinafter ""You"" or by reference ""Franchisee"", or ""Your""). Either Party or both Parties respectively may be referred to as ""Party"" or ""Parties.""",24,paragraph
C001500,AIRTECHINTERNATIONALGROUPINC_05_08_2000-EX-10.4-FR,legal,"A. AIRSOPURE and its affiliate design, manufacture and distribute indoor air cleaning systems under the name and mark ""AIRSOPURE"" (the ""Products"")",21,paragraph
C001501,AIRTECHINTERNATIONALGROUPINC_05_08_2000-EX-10.4-FR,legal,"B. AIRSOPURE has developed a system for the establishment, development and operation of sales centers (""AIRSOPURE Center(s)"" or ""Center(s)"") for the sale and servicing of AIRSOPURE's exclusive line of Products using the service mark ""AIRSOPURE"" and other trademarks, service marks (including but not limited to, ""The Essence of Clean Air""), logos and identifying features designated from time to time by AIRSOPURE (the ""Licensed Marks"") and using AIRSOPURE's distinctive methods for establishing and operating AIRSOPURE Centers",75,spacy_sentence
C001502,AIRTECHINTERNATIONALGROUPINC_05_08_2000-EX-10.4-FR,legal,C. You desire to establish an AIRSOPURE Center to be located in the following geographic area,16,paragraph
C001503,AIRTECHINTERNATIONALGROUPINC_05_08_2000-EX-10.4-FR,legal,"(the ""Exclusive Territory""), and AIRSOPURE desires to grant You the right to operate an AIRSOPURE Center at such location under the terms and conditions contained in this Agreement",28,paragraph
C001504,AIRTECHINTERNATIONALGROUPINC_05_08_2000-EX-10.4-FR,legal,"NOW, THEREFORE, in consideration of the mutual rights, covenants and obligations set forth herein, the Parties agree as follows",19,paragraph
C001505,AIRTECHINTERNATIONALGROUPINC_05_08_2000-EX-10.4-FR,legal,"AIRSOPURE hereby grants to You the exclusive right to solicit customers for the Products by direct mail advertising, or other approved means, but not including the World Wide Web (Internet) nor by printed catalogues, in",35,numbered_clause
C001506,AIRTECHINTERNATIONALGROUPINC_05_08_2000-EX-10.4-FR,legal,the Exclusive Territory described above and in Exhibit A. Other AIRSOPURE franchisees will not be permitted to solicit customers for Products by advertising in Your Exclusive Territory,27,spacy_sentence
C001507,AIRTECHINTERNATIONALGROUPINC_05_08_2000-EX-10.4-FR,legal,"Likewise, You may not target or solicit customers for Products by advertising in other Franchisees respective Exclusive Territories",18,spacy_sentence
C001508,AIRTECHINTERNATIONALGROUPINC_05_08_2000-EX-10.4-FR,legal,"You shall not purposely solicit sales and service to customers located outside Your Exclusive Territory, provided such activity in not within an assigned Exclusive Territory",25,spacy_sentence
C001509,AIRTECHINTERNATIONALGROUPINC_05_08_2000-EX-10.4-FR,legal,You have been granted an exclusive trade area by this Agreement,11,spacy_sentence
C001510,AIRTECHINTERNATIONALGROUPINC_05_08_2000-EX-10.4-FR,legal,The term of this Agreement shall be for 10 years commencing on the date of execution of this Agreement by AIRSOPURE,21,numbered_clause
C001511,AIRTECHINTERNATIONALGROUPINC_05_08_2000-EX-10.4-FR,legal,"At the expiration of the term or any renewal term hereof, You may, at its option, renew the Franchise granted hereunder for 2 additional terms of 10 years each on the following terms and conditions",35,numbered_clause
C001512,AIRTECHINTERNATIONALGROUPINC_05_08_2000-EX-10.4-FR,legal,A. You shall give AIRSOPURE notice in writing of Your election to renew this Agreement at least 3 months prior to the expiration of the then-current term,27,paragraph
C001513,AIRTECHINTERNATIONALGROUPINC_05_08_2000-EX-10.4-FR,legal,"B. You shall not be in default of any provision of this Agreement or amendment hereto, including without limitation all payment obligations to AIRSOPURE and its affiliates",27,paragraph
C001514,AIRTECHINTERNATIONALGROUPINC_05_08_2000-EX-10.4-FR,legal,"C. As a condition of renewal of the Franchise, You agree to execute AIRSOPURE's then-current form of franchise agreement and to comply fully with all terms and conditions thereof, and to pay AIRSOPURE the then-current renewal fee, which is presently $1,000.00",41,spacy_sentence
C001515,AIRTECHINTERNATIONALGROUPINC_05_08_2000-EX-10.4-FR,legal,"You understand that AIRSOPURE may revise its franchise agreement for any renewal term, at AIRSOPURE's sole discretion, including without limitation to increase the royalty fees or other fees payable by You or to require other obligations of franchisees",38,spacy_sentence
C001516,AIRTECHINTERNATIONALGROUPINC_05_08_2000-EX-10.4-FR,legal,D. You shall meet AIRSOPURE's then-current qualifications and training requirements,10,paragraph
C001517,AIRTECHINTERNATIONALGROUPINC_05_08_2000-EX-10.4-FR,legal,"E. You shall execute a general release in a form prescribed by AIRSOPURE releasing AIRSOPURE and its affiliates, directors, officers, employees and agents from all known and unknown claims and liabilities to the extent permitted by state and federal law",40,paragraph
C001518,AIRTECHINTERNATIONALGROUPINC_05_08_2000-EX-10.4-FR,legal,"F. You may be required, at AIRSOPURE's sole discretion, to upgrade or remodel Your AIRSOPURE Center to conform to AIRSOPURE's then-current specifications and standards as specified in AIRSOPURE's Operating Manual of otherwise in writing, provided such upgrade or remodel is reasonable in terms of cost and implementation schedule",48,spacy_sentence
C001519,AIRTECHINTERNATIONALGROUPINC_05_08_2000-EX-10.4-FR,legal,"In consideration of the Franchise rights and license granted herein, You agree to pay to AIRSOPURE the following fees",19,numbered_clause
C001520,AIRTECHINTERNATIONALGROUPINC_05_08_2000-EX-10.4-FR,legal,"A. You shall pay to AIRSOPURE an initial franchise fee of $25,000.00 upon execution of this Agreement",17,spacy_sentence
C001521,AIRTECHINTERNATIONALGROUPINC_05_08_2000-EX-10.4-FR,legal,"You agree that the initial franchise fee represents payment for the initial grant of the Franchise rights and license granted herein, shall be fully earned upon execution of this Agreement, and the said fee will not be refunded under any circumstances unless otherwise specifically set forth herein",47,spacy_sentence
C001522,AIRTECHINTERNATIONALGROUPINC_05_08_2000-EX-10.4-FR,legal,"You must find a suitable Center site within 90 days of signing the Franchise Agreement, unless we mutually agree otherwise",20,spacy_sentence
C001523,AIRTECHINTERNATIONALGROUPINC_05_08_2000-EX-10.4-FR,legal,"If we cannot agree on a Center location, within 4 months, we may a) extend your search time, b) exchange your territory, or c) terminate your Franchise and refund up to 70% of your Franchise Fee, at our sole discretion",40,spacy_sentence
C001524,AIRTECHINTERNATIONALGROUPINC_05_08_2000-EX-10.4-FR,legal,B. You shall pay to AIRSOPURE a continuing non-refundable royalty fee on a monthly basis of,16,paragraph
C001525,AIRTECHINTERNATIONALGROUPINC_05_08_2000-EX-10.4-FR,legal,"5% of Your total monthly gross sales, as defined below. This fee is due by the 7th of the month for the preceding month",24,paragraph
C001526,AIRTECHINTERNATIONALGROUPINC_05_08_2000-EX-10.4-FR,legal,"C. You shall account to AIRSOPURE for Your continuing non-refundable local advertising fee of 2% of Your total monthly gross sales, which You must spend on the promotion of Your Center",31,spacy_sentence
C001527,AIRTECHINTERNATIONALGROUPINC_05_08_2000-EX-10.4-FR,legal,This accounting is due by the 7th of the month for the preceding month,14,spacy_sentence
C001528,AIRTECHINTERNATIONALGROUPINC_05_08_2000-EX-10.4-FR,legal,"D. You shall pay to AIRSOPURE a continuing non-refundable Advertising Fund fee of 2% of Your total monthly gross sales, beginning January 1, 2001, or later at our sole option, as described in Section 10 hereof",36,spacy_sentence
C001529,AIRTECHINTERNATIONALGROUPINC_05_08_2000-EX-10.4-FR,legal,This fee will be due by the 7th of the month for the preceding month,15,spacy_sentence
C001530,AIRTECHINTERNATIONALGROUPINC_05_08_2000-EX-10.4-FR,legal,"E. ""Gross sales"" as used in this Section 3.01 shall mean the amount of gross revenues received by You from all sources, including without limitation sales of Products, services or other merchandise of every kind or nature from, at or in connection with the operation of the AIRSOPURE Center granted herein, excluding state, federal or local sales taxes collected from customers and paid to the appropriate taxing authority",68,spacy_sentence
C001531,AIRTECHINTERNATIONALGROUPINC_05_08_2000-EX-10.4-FR,legal,"F. Fees payable under Paragraphs 3.01.B and 3.01.D above shall be due and payable monthly by the seventh day of each month, based on Your gross sales of the previous month",31,spacy_sentence
C001532,AIRTECHINTERNATIONALGROUPINC_05_08_2000-EX-10.4-FR,legal,"Delinquent fees shall bear interest at a rate of the lower of: (i) one and one-half percent (1.5%) per month, or (ii) the maximum rate permitted by applicable law",29,spacy_sentence
C001533,AIRTECHINTERNATIONALGROUPINC_05_08_2000-EX-10.4-FR,legal,"A. Following receipt in writing from You of a request for approval of at least 3 possible locations as the Authorized Location for the Franchise, AIRSOPURE will promptly evaluate such locations and notify You in writing of its approval or rejection of such location(s) within 7 working days",48,spacy_sentence
C001534,AIRTECHINTERNATIONALGROUPINC_05_08_2000-EX-10.4-FR,legal,B. Provide You with AIRSOPURE's specifications and requirements or other assistance deemed necessary by AIRSOPURE to assist You in opening the Center,22,paragraph
C001535,AIRTECHINTERNATIONALGROUPINC_05_08_2000-EX-10.4-FR,legal,C. Provide an initial training program for 2 people to be designated by You as described in AIRSOPURE's Operations Manual,20,paragraph
C001536,AIRTECHINTERNATIONALGROUPINC_05_08_2000-EX-10.4-FR,legal,"D. Provide one copy, on loan to You, of AIRSOPURE's Operations Manual as described in Section 8 hereof for use solely in connection with operation of the",27,paragraph
C001537,AIRTECHINTERNATIONALGROUPINC_05_08_2000-EX-10.4-FR,legal,E. Sell to You an opening order of Products for resale or lease at the Franchise as described in Paragraph 6.01 below,22,paragraph
C001538,AIRTECHINTERNATIONALGROUPINC_05_08_2000-EX-10.4-FR,legal,A. Provide daily consultation by telephone as reasonably requested by You during the first two weeks of operation of the AIRSOPURE Center Franchise,23,paragraph
C001539,AIRTECHINTERNATIONALGROUPINC_05_08_2000-EX-10.4-FR,legal,B. Provide continuing general advisory assistance as deemed necessary by AIRSOPURE regarding the operation and advertising of the Franchise,19,paragraph
C001540,AIRTECHINTERNATIONALGROUPINC_05_08_2000-EX-10.4-FR,legal,"C. Provide updates, revisions and amendments to the AIRSOPURE Operating Manual and system as AIRSOPURE may from time to time deem necessary or desirable",24,paragraph
C001541,AIRTECHINTERNATIONALGROUPINC_05_08_2000-EX-10.4-FR,legal,D. Fill Your orders for Products for resale at the Franchise in accordance with Section 6 below,17,paragraph
C001542,AIRTECHINTERNATIONALGROUPINC_05_08_2000-EX-10.4-FR,legal,"E. Provide training programs or seminars as AIRSOPURE may, from time to time in its sole discretion, deem appropriate",19,spacy_sentence
C001543,AIRTECHINTERNATIONALGROUPINC_05_08_2000-EX-10.4-FR,legal,"AIRSOPURE's training programs for franchisees is described in AIRSOPURE's Operations Manual, and is subject to change at any time in AIRSOPURE's sole",22,spacy_sentence
C001544,AIRTECHINTERNATIONALGROUPINC_05_08_2000-EX-10.4-FR,legal,"F. AIRSOPURE may, from time to time at its sole discretion, provide test customers or store visits by AIRSOPURE representatives to evaluate Your methods of operation and compliance with AIRSOPURE's standards and specifications",33,paragraph
C001545,AIRTECHINTERNATIONALGROUPINC_05_08_2000-EX-10.4-FR,legal,"You shall: A. You must find a suitable Center site within 90 days of signing the Franchise Agreement, unless we mutually agree otherwise, and attend (or if You are a corporation, Your majority shareholder will attend or Your Operating Principal or manager and one other employee) and successfully complete to AIRSOPURE's reasonable satisfaction AIRSOPURE's initial training program within 90 DAYS following execution of this Agreement",65,numbered_clause
C001546,AIRTECHINTERNATIONALGROUPINC_05_08_2000-EX-10.4-FR,legal,"B. Obtain all federal, state and local business licenses, permits, certifications and bonds required for lawful operation of the Franchise and certify in writing to AIRSOPURE prior to opening that all such requirements have been obtained",36,paragraph
C001547,AIRTECHINTERNATIONALGROUPINC_05_08_2000-EX-10.4-FR,legal,C. Attend (with Your manager) and complete to AIRSOPURE's reasonable satisfaction such continuing training or educational programs as AIRSOPURE may from time to time require in writing,27,spacy_sentence
C001548,AIRTECHINTERNATIONALGROUPINC_05_08_2000-EX-10.4-FR,legal,"AIRSOPURE will not charge You for the training programs, but You shall be responsible for the costs of meals, lodging, travel and all other expenses incurred by You or Your employees in attending such programs",35,spacy_sentence
C001549,AIRTECHINTERNATIONALGROUPINC_05_08_2000-EX-10.4-FR,legal,D. Actively promote AIRSOPURE's Products and services and exert Your best efforts to fully develop and maximize the market for AIRSOPURE's Products and services in Your Exclusive Territory,28,paragraph
C001550,AIRTECHINTERNATIONALGROUPINC_05_08_2000-EX-10.4-FR,legal,"E. Devote Your full time (or if You are a corporation, designate a manager) to oversee the management and operation of the Center",23,paragraph
C001551,AIRTECHINTERNATIONALGROUPINC_05_08_2000-EX-10.4-FR,legal,F. Purchase and maintain and adequate supply for use in connection with the operation of the Franchise Business various copyrighted materials and forms which are the proprietary property of AIRSOPURE and which are an integral part of AIRSOPURE's system franchised hereunder,41,spacy_sentence
C001552,AIRTECHINTERNATIONALGROUPINC_05_08_2000-EX-10.4-FR,legal,"Other supplies and equipment necessary for operation of the Center may be purchased from third Party suppliers who meet AIRSOPURE's standards and specifications and have been approved in writing by AIRSOPURE in accordance with the procedures set forth in AIRSOPURE's Operating Manual, which may be amended from time to time by AIRSOPURE at its sole discretion",56,spacy_sentence
C001553,AIRTECHINTERNATIONALGROUPINC_05_08_2000-EX-10.4-FR,legal,G. Purchase Products from AIRSOPURE for resale to customers in the Exclusive Territory in accordance with Section 6 below,19,paragraph
C001554,AIRTECHINTERNATIONALGROUPINC_05_08_2000-EX-10.4-FR,legal,"H. Comply with all federal, state and local health and safety laws, rules and standards applicable to operation of the Franchise",21,spacy_sentence
C001555,AIRTECHINTERNATIONALGROUPINC_05_08_2000-EX-10.4-FR,legal,"You will forward copies of all notices of non-compliance by the Franchise with any law, rule, regulation or ordinance to AIRSOPURE within three days from receipt thereof accompanied by a summary of action You will take to comply",38,spacy_sentence
C001556,AIRTECHINTERNATIONALGROUPINC_05_08_2000-EX-10.4-FR,legal,"I. Maintain adequate working capital to operate the Franchise in accordance with the AIRSOPURE Operations Manual, as such may be amended by AIRSOPURE from time to time",27,paragraph
C001557,AIRTECHINTERNATIONALGROUPINC_05_08_2000-EX-10.4-FR,legal,"J. Operate the Franchise in strict conformance with AIRSOPURE's policies, procedures, standards and specifications as may be prescribed by AIRSOPURE from time to time in the Operations Manual or otherwise in writing, including without limitation all changes specified by AIRSOPURE to its system or Products",45,spacy_sentence
C001558,AIRTECHINTERNATIONALGROUPINC_05_08_2000-EX-10.4-FR,legal,K. Display AIRSOPURE's Licensed Marks or logos on all marketing materials and at Your AIRSOPURE Center. AIRSOPURE reserves the,19,paragraph
C001559,AIRTECHINTERNATIONALGROUPINC_05_08_2000-EX-10.4-FR,legal,"right to alter or change its Licensed Marks, logos or trade dress at any time, and You agree to use such Licensed Marks, logos or trade dress as specified from time to time by AIRSOPURE promptly upon receipt of notice in writing from AIRSOPURE",44,spacy_sentence
C001560,AIRTECHINTERNATIONALGROUPINC_05_08_2000-EX-10.4-FR,legal,L. Maintain and supply to third Parties upon request information to be supplied by AIRSOPURE regarding the availability of franchises,20,paragraph
C001561,AIRTECHINTERNATIONALGROUPINC_05_08_2000-EX-10.4-FR,legal,"M. Provide AIRSOPURE and its representatives with unlimited access to FRANCHISEE'S offices or its AIRSOPURE Center (personal residence excluded), including Your books, computer system (for sales and products only, unless we are auditing You) and records of the Franchise, during normal business hours for purposes of conducting inspections to fully examine and evaluate Your methods of doing business, including interviews with Your employees and customers",65,spacy_sentence
C001562,AIRTECHINTERNATIONALGROUPINC_05_08_2000-EX-10.4-FR,legal,"N. You acknowledge and agree that such inspections and evaluations are necessary for AIRSOPURE to insure the maintenance of its quality standards, and You agree to fully cooperate with any reasonable request by AIRSOPURE in connection with such inspections and evaluations",41,spacy_sentence
C001563,AIRTECHINTERNATIONALGROUPINC_05_08_2000-EX-10.4-FR,legal,"O. Diligently and immediately take such steps as are deemed reasonably necessary by AIRSOPURE to correct any deficiencies detected by AIRSOPURE in Your adherence to AIRSOPURE's operating policies, procedures, standards and specifications",32,paragraph
C001564,AIRTECHINTERNATIONALGROUPINC_05_08_2000-EX-10.4-FR,legal,"P. In the event You are a corporation, comply with the following",12,paragraph
C001565,AIRTECHINTERNATIONALGROUPINC_05_08_2000-EX-10.4-FR,legal,You will provide in Your Articles of Incorporation that Your sole corporate purpose is the operation of the Franchise,19,numbered_clause
C001566,AIRTECHINTERNATIONALGROUPINC_05_08_2000-EX-10.4-FR,legal,Every certificate for shares of stock in the corporation will include the following legend printed thereon if sole purpose of the corporation is to own and operate franchised business,29,numbered_clause
